,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,gu,주소,위도,경도,cnt
182,오즈홀1관,부산 부산진구 부전로 94-0,공연/행사,공연장,Busanjin-gu,부산 부산진구 부전로 94,35.1612095,129.0558146,127
183,동천문화홀,부산 부산진구 중앙대로666번길 50-0,문화시설,문화생활시설기타,Busanjin-gu,부산 부산진구 중앙대로666번길 50-0,35.1522042,129.0614356,127
184,상원사,부산 부산진구 엄광로412번길 19-0,역사관광지,절,Busanjin-gu,부산 부산진구,35.1632335,129.0529462,127
185,부산진구여성가족문화센터,부산 부산진구 백양대로 160-0,문화시설,문화생활시설기타,Busanjin-gu,부산 부산진구 백양대로 160,35.1624242,129.0464964,127
186,보명사,부산 부산진구 진남로304번길 19-0,역사관광지,절,Busanjin-gu,부산 부산진구 진남로304번길 19-0,35.1528172,129.0734138,127
187,히어로보드게임카페부산서면점,부산 부산진구 중앙대로 672-0,휴양관광지,놀이시설,Busanjin-gu,부산 부산진구 중앙대로 672,35.152987499999995,129.0596350607664,127
188,보현사,부산 부산진구 동성로71번길 13-0,역사관광지,절,Busanjin-gu,부산 부산진구 동성로71번길 13-0,35.1568923,129.0672063,127
189,성지문화원,부산 부산진구 동평로94번길 28-0,문화시설,문화생활시설기타,Busanjin-gu,부산 부산진구,35.1632335,129.0529462,127
190,보현정사,부산 부산진구 양정로 90-3,역사관광지,절,Busanjin-gu,부산 부산진구 양정로 90-3,35.1705632,129.0770189,127
191,선암사,부산 부산진구 백양산로 138-0,역사관광지,절,Busanjin-gu,부산 부산진구 백양산로 138,35.1758,129.03085,127
192,정란각,부산 동구 홍곡로 75-0,역사관광지,문화유적지,Dong-gu,부산 동구 홍곡로 75,35.1218456,129.0389205,80
193,차이나타운,부산 동구,휴양관광지,놀거리기타,Dong-gu,부산 동구,35.1157823,129.04265,80
194,보경사,부산 동구 구봉남길 22-51,역사관광지,절,Dong-gu,부산 동구 구봉남길 22-51,35.1237742,129.0341019,80
195,전국회의장정의화기념관,부산 동구 초량상로 110-0,문화시설,박물관/기념관,Dong-gu,부산 동구 초량상로 110,35.1219072,129.0402915,80
196,금강선원,부산 동구 망양로615번길 14-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
197,해명사,부산 동구 초량로108번길 19-0,역사관광지,절,Dong-gu,부산 동구 초량로108번길 19-0,35.1202113,129.0317403,80
198,오색빛깔공방,부산 동구 안창로 57-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 안창로 57-0,35.1457674,129.043239,80
199,루미네수녀기념관,부산 동구 안창로 92-1,문화시설,박물관/기념관,Dong-gu,부산 동구 안창로 92-1,35.1457674,129.043239,80
200,정공단,부산 동구 정공단로 23-0,문화시설,박물관/기념관,Dong-gu,부산 동구 정공단로 23-0,35.1363632,129.0564138,80
201,천명사,부산 동구 수정공원남로 11-0,역사관광지,절,Dong-gu,부산 동구 수정공원남로 11-0,35.1272959,129.0381791,80
202,부산항북항홍보관,부산 동구 충장대로 206-0,문화시설,화랑/전시관,Dong-gu,부산 동구 충장대로 206,35.11768215,129.04910367706816,80
203,원각사,부산 동구 수정공원로105번길 20-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
204,석불사,부산 동구 증산로146번길 7-0,역사관광지,절,Dong-gu,부산 동구 증산로146번길 7-0,35.1394869,129.053859,80
205,보광선원,부산 동구 초량중로 55-0,역사관광지,절,Dong-gu,부산 동구 초량중로 55-0,35.1134893,129.0362499,80
206,부산항국제전시컨벤션센터,부산 동구 충장대로 206-0,문화시설,전시장,Dong-gu,부산 동구 충장대로 206,35.11768215,129.04910367706816,80
207,부산진일신여학교,부산 동구 정공단로17번길 17-0,역사관광지,문화유적지,Dong-gu,부산 동구 정공단로17번길 17-0,35.1350342,129.0528652,80
208,연화사,부산 동구 수정공원로105번길 16-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
209,이중섭거리,부산 동구,휴양관광지,놀거리기타,Dong-gu,부산 동구,35.1157823,129.04265,80
210,백제1927,부산 동구 중앙대로209번길 16-0,역사관광지,문화유적지,Dong-gu,부산 동구 중앙대로209번길 16-0,35.1162799,129.0388871,80
211,매축지문화원,부산 동구 성남삼로33번길 5-0,문화시설,문화원,Dong-gu,부산 동구,35.1157823,129.04265,80
212,부산진지성서문및성곽우주석,부산 동구 자성로 99-0,역사관광지,문화유적지,Dong-gu,부산 동구 자성로 99-0,35.133875,129.0548586,80
213,해광사,부산 동구 수정공원로 81-1,역사관광지,절,Dong-gu,부산 동구 수정공원로 81-1,35.1303992,129.0392945,80
214,성운암,부산 동구 증산서로 3-4,역사관광지,절,Dong-gu,부산 동구 증산서로 3-4,35.1371016,129.048913,80
215,보각사,부산 동구 초량북로39번길 9-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
216,불정사,부산 동구 증산서로 20-9,역사관광지,절,Dong-gu,부산 동구 증산서로 20-9,35.1371016,129.048913,80
217,삼송정사,부산 동구 고관로33번길 22-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
218,대한불교조계종상선암,부산 동구 중앙대로221번길 30-0,역사관광지,절,Dong-gu,부산 동구 중앙대로221번길 30-0,35.1172528,129.0393985,80
219,상해거리,부산 동구,휴양관광지,놀거리기타,Dong-gu,부산 동구,35.1157823,129.04265,80
220,문화공간반달,부산 동구 증산서로 52-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 증산서로 52-0,35.1371016,129.048913,80
221,대법륜사,부산 동구 망양로 663-1,역사관광지,절,Dong-gu,부산 동구 망양로 663-1,35.1279643,129.0408448,80
222,마블익스피리언스부산,부산 동구 충장대로 206-0,문화시설,전시장,Dong-gu,부산 동구 충장대로 206,35.11768215,129.04910367706816,80
223,초록우산어린이북카페,부산 동구 수정공원로 15-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 수정공원로 15-0,35.1357429,129.0429223,80
224,화엄사,부산 동구,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
225,관음사,부산 동구 망양로593번길 21-10,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
226,청룡사,부산 동구 망양로879번길 53-0,역사관광지,절,Dong-gu,부산 동구 망양로879번길 53,35.1393202,129.0475102,80
227,성불암,부산 동구,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
228,모크공방,부산 동구 자성로75번길 50-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 자성로75번길 50-0,35.135519,129.0606504,80
229,자비원,부산 동구 초량상로 90-1,역사관광지,절,Dong-gu,부산 동구 초량상로 90-1,35.1142912,129.0358374,80
230,평화의 소녀상,부산 동구 고관로 18-0,역사관광지,기념비,Dong-gu,부산 동구 고관로 18-0,35.1200208,129.0417505,80
231,실상사,부산 동구 수정로68번길 7-0,역사관광지,절,Dong-gu,부산 동구 수정로68번길 7-0,35.1309037,129.0409833,80
232,다보사,부산 동구 수정공원남로 15-0,역사관광지,절,Dong-gu,부산 동구 수정공원남로 15-0,35.1272959,129.0381791,80
233,법천사,부산 동구 안창로21번길 32-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
234,구봉사,부산 동구,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
235,부산동구문화원,부산 동구 중앙대로349번길 20-0,문화시설,문화원,Dong-gu,부산 동구 중앙대로349번길 20-0,35.1267842,129.0461852,80
236,연등사,부산 동구 좌천동로 17-3,역사관광지,절,Dong-gu,부산 동구 좌천동로 17-3,35.1325512,129.0489586,80
237,묘심사,부산 동구 망양로 671-0,역사관광지,절,Dong-gu,부산 동구 망양로 671,35.1279643,129.0408448,80
238,좌천생활문화센터,부산 동구 증산서로 18-1,문화시설,문화생활시설기타,Dong-gu,부산 동구 증산서로 18-1,35.1371016,129.048913,80
239,안용복기념부산포개항문화관,부산 동구,문화시설,전시장,Dong-gu,부산 동구,35.1157823,129.04265,80
240,가온아트홀,부산 동구 자성로133번길 10-0,공연/행사,공연장,Dong-gu,부산 동구 자성로133번길 10-0,35.1383204,129.0645992,80
241,조선통신사역사관,부산 동구 자성로 99-0,문화시설,박물관/기념관,Dong-gu,부산 동구 자성로 99-0,35.133875,129.0548586,80
242,정발장군동상,부산 동구 중앙대로 0-0,역사관광지,기념비,Dong-gu,부산 동구 중앙대로 0-0,35.1316039,129.0517347,80
243,충혼탑,부산 동구,역사관광지,탑,Dong-gu,부산 동구,35.1157823,129.04265,80
244,부산광역시립중앙도서관수정분관,부산 동구 홍곡로 53-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 홍곡로 53,35.1218456,129.0389205,80
245,북두칠성도서관,부산 동구 충장대로 160-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 충장대로 160,35.1301776,129.0625829,80
246,북항오페라하우스건축중(2022년05월완공예정),부산 동구,공연/행사,공연장,Dong-gu,부산 동구,35.1157823,129.04265,80
247,동구어린이영어도서관,부산 동구 수성로 21-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 수성로 21-0,35.1335304,129.0418614,80
248,금수사,부산 동구 망양로 533-1,역사관광지,절,Dong-gu,부산 동구 망양로 533-1,35.1279643,129.0408448,80
249,부산광역시동구도서관,부산 동구 성북로36번길 54-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 성북로36번길 54-0,35.1380162,129.0508255,80
250,부산과학체험관,부산 동구 중앙대로260번길 11-0,문화시설,과학관,Dong-gu,부산 동구 중앙대로260번길 11-0,35.1193814,129.0440137,80
251,소림사,부산 동구 초량상로65번길 7-0,역사관광지,절,Dong-gu,부산 동구 초량상로65번길 7-0,35.1183658,129.0365572,80
252,갤러리수정,부산 동구 수정공원남로 28-0,문화시설,미술관,Dong-gu,부산 동구 수정공원남로 28-0,35.1272959,129.0381791,80
253,일터소극장,부산 동구 자성로141번길 13-0,공연/행사,공연장,Dong-gu,부산 동구 자성로141번길 13-0,35.1394701,129.0655129,80
254,범석심인당,부산 동구 구청로 19-0,역사관광지,절,Dong-gu,부산 동구 구청로 19-0,35.1287102,129.0450935,80
255,복합문화공간온뜰,부산 동구 초량상로157번길 19-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 초량상로157번길 19-0,35.1252202,129.0433845,80
256,무척사,부산 동구 망양로931번가길 1-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
257,보광사,부산 동구 범상로1번길 35-0,역사관광지,절,Dong-gu,부산 동구 범상로1번길 35-0,35.1407876,129.0479367,80
258,백운사,부산 동구 수정공원로105번길 28-9,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
259,신광사,부산 동구,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
260,연화사,부산 동구 초량남로43번길 4-1,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
261,아란야,부산 동구 망양로873번길 15-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
262,까꼬막,부산 동구 망양로596번길 18-0,문화시설,문화생활시설기타,Dong-gu,부산 동구 망양로596번길 18-0,35.1231694,129.0353371,80
263,영가대,부산 동구 자성로 99-0,역사관광지,문화유적지,Dong-gu,부산 동구 자성로 99-0,35.133875,129.0548586,80
264,대명정사,부산 동구 망양로745번길 12-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
265,현불사부산선원,부산 동구 중앙대로180번길 16-2,역사관광지,절,Dong-gu,부산 동구 중앙대로180번길 16-2,35.1131737,129.0395401,80
266,망양로산복도로전시관,부산 동구 망양로 488-0,문화시설,화랑/전시관,Dong-gu,부산 동구 망양로 488,35.1160453,129.0338108,80
267,월봉사,부산 동구 망양로593번길 33-0,역사관광지,절,Dong-gu,부산 동구,35.1157823,129.04265,80
268,자성대,부산 동구 자성로 99-0,역사관광지,문화유적지,Dong-gu,부산 동구 자성로 99-0,35.133875,129.0548586,80
269,이바구공작소,부산 동구 망양로486번길 14-13,문화시설,문화생활시설기타,Dong-gu,부산 동구 망양로486번길 14-13,35.1174073,129.0335546,80
270,반야사,부산 동구 범곡남로 23-0,역사관광지,절,Dong-gu,부산 동구 범곡남로 23-0,35.138131,129.055107,80
271,부산오페라하우스건축중(2024년하반기개관예정),부산 동구,공연/행사,공연장,Dong-gu,부산 동구,35.1157823,129.04265,80
272,동래읍성도서관,부산 동래구 동래로159번길 153-0,문화시설,문화생활시설기타,Dongnae-gu,부산 동래구 동래로159번길 153-0,35.2059486,129.09077,98
273,롯데시네마동래,부산 동래구 중앙대로 1393-0,공연/행사,극장,Dongnae-gu,부산 동래구 중앙대로 1393,35.1975994,129.0791363,98
274,우장춘기념관,부산 동래구 우장춘로62번길 7-0,문화시설,박물관/기념관,Dongnae-gu,부산 동래구 우장춘로62번길 7-0,35.2137839,129.0735425,98
275,부산광역시립명장도서관,부산 동래구 명안로46번길 35-0,문화시설,문화생활시설기타,Dongnae-gu,부산 동래구 명안로46번길 35-0,35.2006125,129.1070386,98
276,복천박물관,부산 동래구 복천로 63-0,문화시설,박물관/기념관,Dongnae-gu,부산 동래구 복천로 63-0,35.2056576,129.0866768,98
277,금강식물원,부산 동래구 우장춘로 221-0,휴양관광지,동식물원,Dongnae-gu,부산 동래구 우장춘로 221,35.2094199,129.0702108,98
278,CGV동래,부산 동래구 중앙대로 1523-0,공연/행사,극장,Dongnae-gu,부산 동래구 중앙대로 1523,35.2212535,129.0856217,98
279,충렬사,부산 동래구 충렬대로 345-0,역사관광지,문화유적지,Dongnae-gu,부산 동래구 충렬대로 345,35.2042036,129.0792861,98
280,허심청,부산 동래구 온천장로107번길 32-0,휴양관광지,온천,Dongnae-gu,부산 동래구 온천장로107번길 32-0,35.2204749,129.08282,98
281,안락누리도서관,부산 동래구 명안로10번길 64-0,문화시설,문화생활시설기타,Dongnae-gu,부산 동래구 명안로10번길 64,35.1975969,129.1099453,98
282,부산해양자연사박물관,부산 동래구 우장춘로 175-0,문화시설,박물관/기념관,Dongnae-gu,부산 동래구 우장춘로 175-0,35.2094199,129.0702108,98
283,글로빌아트홀,부산 동래구 사직북로48번길 162-0,공연/행사,공연장,Dongnae-gu,부산 동래구 사직북로48번길 162,35.204092,129.0632145,98
284,만불정사,부산 동래구 충렬대로335번길 15-0,역사관광지,절,Dongnae-gu,부산 동래구 충렬대로335번길 15-0,35.1992019,129.0956076,98
285,부산민속예술관,부산 동래구 우장춘로 195-46,문화시설,문화생활시설기타,Dongnae-gu,부산 동래구 우장춘로 195-46,35.2094199,129.0702108,98
286,갤러리공감,부산 동래구 동래로136번길 14-0,문화시설,화랑/전시관,Dongnae-gu,부산 동래구 동래로136번길 14-0,35.2049154,129.0846157,98
287,용수암,부산 동래구 쇠미로 179-0,역사관광지,절,Dongnae-gu,부산 동래구 쇠미로 179,35.1957959,129.0539672,98
288,포그니,부산 동래구 연안로59번길 99-0,문화시설,문화생활시설기타,Dongnae-gu,부산 동래구 연안로59번길 99-0,35.1942181,129.1048479,98
289,황룡사,부산 동래구 복천로77번길 9-0,역사관광지,절,Dongnae-gu,부산 동래구,35.2052,129.0837,98
290,옥선사,부산 동래구 명서로 148-4,역사관광지,절,Dongnae-gu,부산 동래구 명서로 148-4,35.2151454,129.0966012,98
